fMRI FC Grad1,rsq
-3.75888109822063,0.2632095225226171
3.378122903868326,0.24430601436105015
-4.495226663727653,0.3945184254667814
-4.816629221652149,0.29818448431816413
-4.931100868800302,0.4545535811379965
-4.698729708300296,0.5832495034231711
-0.097441917335345,0.29015741245675664
-4.181119258476564,0.40289630468325643
-4.885113991135364,0.5566787671097994
-4.974576739459337,0.2909326648346
-4.956415064231019,0.4502147118891793
-1.1388504501093475,0.41638699867277096
-4.440199882192526,0.3090130160891206
-4.457911008699155,0.5595772067814078
-4.4449827490313885,0.7050324265934874
-4.9162719517908915,0.2496412315342127
-4.77286755190136,0.23596833577180165
-4.849337262030548,0.6020766441068854
-4.752800151731809,0.6487410840772573
5.2247042472036735,0.2221828800774983
-5.021501639593178,0.4438319813204874
-4.973155831530783,0.27284580165495065
-4.453613657750948,0.4520603772874905
-4.945807527783904,0.4797703922906993
-5.016464871512179,0.40282258230815515
-5.059385626578751,0.2876794027662304
-4.815189611989708,0.4490174819013659
-2.5176104177695735,0.40750275191145025
-5.033175534686458,0.36804571426124666
-4.83481233630907,0.2803602445547886
-3.9472671922937144,0.2884196235830242
-5.58083713835396,0.18205832436230773
-5.534480910971813,0.13170272527007698
-5.94543523347979,0.10084183110236933
-6.3296408564902285,0.3145851049063795
-6.641077070269792,0.20355411913920896
-5.196245127985026,0.10150905470102212
-5.789410483327189,0.10528917152982908
-6.433276948868972,0.26669146924234277
-5.959070348191789,0.2200532285137986
-6.341399930037215,0.2826168674189693
-4.980785109928849,0.2718051460243952
-6.883097526368281,0.1651856394188096
-6.802203914404642,0.19339502660723518
-7.203933275029504,0.15926279430997847
-6.089392062128598,0.30001079939523634
-6.35674116312366,0.1717874068159596
-7.167699567870336,0.1838926415580575
-6.699821885893311,0.23242699037465486
-5.916398163805856,0.11376975152331048
-7.1788731490444055,0.28107328930415176
-7.1214531796577925,0.28502447589547497
-7.3655651353726075,0.2881892970591756
-6.850545821450959,0.2904950948261442
-7.633447272396853,0.2825747158499553
-6.43424627564529,0.2513373393425663
-7.443903090490474,0.3718872059427104
-5.954380133660894,0.3082851636666858
-7.565427170564505,0.40356775086092633
-6.748807808523748,0.3170207600555973
-5.269329921375119,0.3042351212064913
-7.1898803195285215,0.3580210406327443
-7.334925630949077,0.3815229503346348
-7.54943252289406,0.2713516308595283
-6.8558097835690415,0.3467282217261396
-7.365293221332918,0.32433575950577165
-7.090210642419503,0.34206009764316236
-7.674248894641416,0.30387740352885395
-2.592406752772711,0.23584279307005285
-2.1156548423465846,0.3030007093897529
-1.7439807369078633,0.2850112292598227
-3.651489563159829,0.21390298107989703
-3.0409471265263077,0.2436708393323499
-1.6100896588133748,0.2004400983586354
-1.340225742563279,0.2546564996950019
-4.9639979670440315,0.2931248801326024
-0.33546888389214846,0.1755921555663652
-2.196921452193315,0.19533393133829535
-4.286661065100851,0.30020247891208285
-3.076921139057605,0.20077301855879515
-1.9873434725349606,0.32809565174483657
-4.368830836448396,0.21100699192449457
-1.6915766858972776,0.27656191110071393
-4.223857449999905,0.31055845295799445
-5.640374396174654,0.3616809339593545
-3.303456081730155,0.04219175213756454
0.23717006426442114,0.1380290041355412
-2.5915764656001223,0.10509945564319301
-0.18824559400340318,0.12398651592067622
-0.5726291797958938,0.1853450226281722
-2.2122782063383655,0.12043523675912793
-3.6415159602810117,0.17330753462665704
0.38589202604505135,0.13849019694796372
-2.469898520609187,0.21352862256049354
-1.1880520045546263,0.12472331713705054
0.3948656377233363,0.23756275761225454
-4.0986076263555535,0.23074229457143025
-3.285331596523926,0.15630639094465093
1.072369675051058,0.1666182866607926
-3.3388548157061435,0.17297939669770934
-1.8672684868600395,0.17864764414146161
-3.1681329371857623,0.17604691728501165
-0.6135247002169092,0.21935783957446797
-4.42902318216442,0.25906591501111065
-0.4958793376505826,0.23093829818375966
-0.9965635096645392,0.1519092405125051
-3.0542320065735127,0.07502906179342317
-5.528968353616872,0.18049735340437434
-2.968165368771666,0.15167378856087
-3.565409515852072,0.11034798446685379
-2.7188335381392155,0.17557343157711436
-3.1514647977920376,0.25399701056859747
-3.4088703856830147,0.1416464041393255
7.2147223283564355,0.13054921080610138
0.7372592474375298,0.07335367869502052
8.545392291384832,0.18383838964336396
9.052039399386954,0.034325462319773514
8.856791442706584,0.18010795009691127
4.696035437367587,0.08083714982358636
-1.7939479834186614,0.1890945075723991
3.2057649193810565,0.1482021695756225
6.283003179537991,0.27374377380275905
3.5254573755417935,0.1574597803943879
8.50008104727677,0.07335357498364992
7.293748744963548,0.06871589839738668
7.4067718327239795,0.13325902389743627
4.130032472566979,0.1958951829643083
1.0476612359431943,0.06767926002678215
6.458389280423836,0.07579763291578179
5.316465801709609,0.14663189589471082
4.986356502675706,0.12306035602599752
2.417639604967606,0.12556298356201756
5.234985078938567,0.11514798562048545
2.5505693688407947,0.06415333719207961
6.734007212872623,0.20722370344880214
1.3173356148887732,0.1816800898943992
3.962005155196323,0.09136187981093302
4.328312707466217,0.12000644477897981
1.0239580786722409,0.09239375583440468
4.747793635007253,0.19475929215462506
4.374208088093632,0.08472528617546204
0.9724566806743423,0.1127838788549832
3.1113575340360806,0.03384942850909778
2.8177415101652468,0.15410886535064572
2.0902481051390334,0.24244749412770294
0.838761444040185,0.09676833014621433
3.587844897991122,0.06186212703908689
5.874296427464151,0.09554417051300124
8.766600419828128,0.07088919221208712
9.004935158604425,0.06856153966661738
6.897389549523954,0.09123091098945946
8.63391553506844,0.0793930159598758
-0.3667221898809604,0.15310572441933923
8.453957029367276,0.05357199555869452
7.046540879687866,0.0654081759772206
-3.1781824259551787,0.12438558744252604
-2.2702229337902073,0.1306634527082935
5.309599000696702,0.08568778097238217
-1.4612325591742847,0.12064294982879842
8.214060990629715,0.026932980637434434
4.783266560536517,0.3034392382811415
9.083338102151295,0.027352966654813016
8.568498709259918,0.024073661742190833
8.20822167976495,0.0880737226091366
8.247555916021708,0.08334156991359232
8.439324578960887,0.03582550328669254
4.092431864776225,0.1395327934591768
8.984116355459944,0.0990000387050296
8.643761091034817,0.08765367625478526
8.34792831843269,0.07817309402434047
7.453460585704964,0.2203834153202714
6.711626780894722,0.13936475640966772
8.997188199184546,0.1336202937021198
8.821429116206746,0.10343872109242147
7.829293731828554,0.10463587006439978
8.354948769578371,0.23978411585059645
1.9565183145846898,0.08236170654324015
8.959755524223361,0.06335795079778606
8.921464092316231,0.0995407814558873
7.9832181771442245,0.018796816127311988
5.681283930786025,0.17305017532717293
8.656046663180549,0.09170642957954123
8.917789305462387,0.0766213694523088
8.864191690583656,0.11226210518943658
6.966627774332877,0.011612050161716847
7.921692223444863,0.1061968791124217
7.824867766248311,0.12429416706827301
8.664623196572682,0.03042962105949687
3.8275102394487255,0.10650623666860581
8.031704171291157,0.11056181259262188
7.412454019995318,0.17673996958746008
8.790456193889641,0.06917615071201688
6.157161278110977,0.12551480090376765
7.188781146169113,0.16706715579916154
8.850601911504091,0.07250113993138474
8.920843088225007,0.09525545061051677
7.506912298997515,0.08464382094834177
8.720413456771544,0.07324771320548396
7.737208008612214,0.08772561406509038
7.167576511007684,0.14658769517592052
-3.8871849556111764,0.30068390752725727
-0.3765065680380217,0.29398938682766174
-4.488015769056758,0.33733472979437806
-4.811720071196196,0.5262487432253119
-4.875881945763132,0.306121097904013
-4.940435030291596,0.49364019536858506
-3.177888053583482,0.33012551732293993
-4.855043945152358,0.6338136057120172
-4.119347796924202,0.38075385396841055
-4.546877292944266,0.6170918202658747
-5.0070972281907595,0.4510097354588418
-4.97851877265627,0.3150900983721735
-1.8825172103751717,0.46021246960663464
-5.0165383289626755,0.2786836595449098
-4.8835651649064955,0.6484778029420195
-4.651747229525354,0.27584908722042145
2.9185148390616784,0.25237699021804283
-4.6241115603647,0.6241207781199752
-5.0251983334627806,0.4791131735757961
-5.031685959947236,0.32145024611288786
-4.75791311140301,0.7246410403957342
-4.522929625551337,0.41479930979734914
-4.953997006413743,0.4651624239339407
-5.108279278751265,0.29731746110112944
-5.009124068351587,0.36746230536393487
-4.915975840690027,0.47376252848146183
-4.317583981535515,0.4527754756758908
-5.019591979757623,0.29342460811760906
-5.019065480564991,0.3046231922200776
-4.537454057033065,0.2906285018149344
-5.638220573376835,0.19287866309186275
-4.86422291769481,0.1543351094929467
-5.428965526245196,0.1377257092860451
-5.458145927864206,0.15277182782796128
-6.705692370648515,0.19365517045269254
-6.635227560772003,0.18166451241061632
-5.919144667326367,0.15030465855310438
-4.439068810546882,0.1623278669818783
-6.519933828087401,0.14223166354591155
-6.284062591764654,0.14087107583222203
-6.544074203985089,0.1705743525465282
-5.471189322904358,0.1555944658731402
-6.560700917783772,0.21701580119376118
-6.341253370578433,0.1996844019027879
-6.300749375878507,0.26221610407329343
-7.021867057982647,0.188445986459996
-4.975412540619732,0.30348423372538547
-6.918531571016805,0.2282407841802636
-6.762215496052216,0.3204416165261268
-5.106389918667189,0.14554177370900645
-7.016249759436181,0.24728417425346205
-5.750574032463517,0.1742849138211905
-6.945090160392885,0.3098598036478388
-7.40570638916872,0.29616559571280976
-7.1673291589919055,0.2705065493307306
-7.396505380819342,0.31932545114707833
-6.492601221179983,0.33984774374502813
-6.434310887223462,0.3463834682193644
-7.513453345436028,0.30056276406031657
-7.574139572866534,0.254237227908059
-6.712407707213864,0.3706475548825001
-7.165353674926919,0.3146094814199235
-7.0196187870538065,0.3526103472964497
-7.153391263311391,0.2790295178786186
-7.018758315550404,0.3781531381980968
-6.371419597463786,0.3255948995090472
-6.199809118927846,0.3471106871953322
-7.45740532284645,0.26271455564218793
-7.68591500485341,0.3160301855983537
-7.428424404829,0.2856349706063904
-3.4963332482605054,0.3405575275340471
-2.4176134996988408,0.26834136928475694
-1.8529154838355755,0.2804431955454728
2.9943444178930214,0.36213851172676204
-2.285450268968573,0.3596118047160348
-3.0385800889223136,0.23847732565165203
-0.5695287143428903,0.33750697907963734
-1.664261238101245,0.20915765496145966
-5.307947310120069,0.2977521643378719
-1.8664801609723523,0.29056212619715605
-0.35861311242212235,0.23054249808248706
-2.500597690502973,0.3365180671013088
-4.701713059388258,0.2825310831515826
-3.4445017890243275,0.24600162655102964
2.149340981012796,0.26333205096877743
-4.594189553752311,0.25653172460422047
-1.688511309203572,0.251688429321008
-2.184140894521346,0.2795816213646407
-4.980023440450808,0.34310556130060454
-3.59147977332915,0.13843598474505037
-2.5187215759450514,0.14329850939377742
-3.616136172375996,0.22561550789275875
-1.7406160496434018,0.16359089937666926
-0.398624350427966,0.22590712577622152
-3.0049086235561635,0.1810493281635127
0.7411721458372253,0.12875129329436086
-3.3947815504162118,0.13981139366559459
-3.4394428617378616,0.16623330196808583
-1.3826743931894754,0.15209490758788824
3.4806193367376004,0.1089116766532845
-2.8637421306760977,0.0756203577343385
-4.305456774777058,0.15835963864372216
-2.482659259649675,0.10037676720902766
-3.519061991218673,0.11566261335926575
-3.6452382545248283,0.15799078435906455
-1.1755048006814268,0.1280103730264529
-3.7419323650870564,0.10343520456323663
-3.744458312689299,0.10545677584211233
-0.5364269772883193,0.12802165375088004
-0.30678582659529957,0.08952410684120915
-3.4795335054087904,0.0754608647881998
-5.018032407431362,0.18353669271961448
-0.9716401241039079,0.12183994424237898
-3.307456057924119,0.04417765107007421
-3.9575270534661056,0.18911879152108058
-5.513089883725619,0.2821763452409153
-4.809654794284288,0.15386635825710704
-1.5490625246363028,0.06083215456521607
3.8450371903454843,0.022793362338467738
-0.27364398833564263,0.09283273608355191
8.917595721877493,0.10477681335975275
3.4213483757342464,0.046219865869257526
8.851031335263139,0.07420170581218255
8.878088035239854,0.0932547680152025
-1.706382864961763,0.21802257816850823
7.730156902437265,0.03527368994888003
8.6445207639063,0.04515046934985967
-0.1559900792850406,0.23765818529754135
5.8217663494465555,0.035530596572941
-1.3907695549196804,0.2904592230002877
6.025126550202912,0.1529931503943378
7.198793345332244,0.06650251521661332
5.600151438710586,0.12002702785626085
4.935827868537782,0.197723829428313
1.8680619820964155,0.16610525671087195
3.6432726689801247,0.12805099006149445
5.506494009933007,0.14722436800984928
6.414779307287171,0.04352712877942777
5.022077500881343,0.15776683931280255
4.201674799472491,0.06639552744736488
4.62445338844652,0.08183337092492815
5.7583674064020975,0.1888169386773314
6.509909676938342,0.2396239636412303
-0.7666959748936447,0.12256291223141413
2.812797973277251,0.11849770619882383
1.8089662840151146,0.07436572742443215
0.5710748301410938,0.14780636690243032
4.920760942966359,0.06426436883863706
4.748374750936657,0.11013853422191133
3.3048511115458497,0.08450069866415355
3.662028556187199,0.1278405833336025
7.770567212383294,0.06560433092260409
5.405704831864515,0.12680683407348903
6.3665535573049095,0.10342057071692601
1.0031916367587468,0.1380664763505286
5.360466497174151,0.1048328337755654
7.278238631069167,0.1754061238073953
2.3614015883886825,0.11219523506996254
3.1595942430074637,0.06497585906282899
4.050452052911423,0.04997002921498439
5.368103345995658,0.062079530353204015
5.847697095742102,0.1135450062691229
3.513254669672778,0.3098146174696058
8.7074323309052,-0.002455556283585514
7.476431042396879,0.07922046888532452
8.012480412620391,0.06895102362330707
8.621870106622062,0.016660469894858587
8.967256317271671,0.0235574962443037
2.751178244778529,0.04743850020179252
7.295130631375985,0.037899866551856065
8.196638251111326,0.04088236754968666
4.652399757614769,0.11627604161058813
7.686570127971627,0.046878622920481394
2.590271900939739,0.10243195325436572
8.775028584344694,0.04465671380689895
6.250640249848588,0.10547479884227218
7.405682561181338,0.09183565361712775
6.169386487782912,0.08148019003807327
8.696270506329226,0.06609322269953388
8.9588534619363,0.15738909857358208
7.972825248305387,0.1262054093947771
8.946831706663197,0.1046881028529223
8.69302257306401,0.15854301516043334
-0.3335561109417226,0.014769644055409814
8.954032498292678,0.04727189709863411
8.738497402936098,0.12457377272662173
8.160086064439572,0.07056228983850288
7.477912391789316,0.18664989649101782
8.905257981144606,0.06541614989880318
7.857435254672857,0.10094701691881325
7.48099677153175,0.037726684080485406
7.455949794573051,0.1873630563822719
6.619605084880688,0.17345993334852905
4.659326629521618,0.3011588087985203
8.699786220068022,0.08858983900269979
8.416789189310693,0.0765000970821531
7.756168786882733,0.09920027563528133
7.40985554964443,0.07476778676354923
8.547555616367768,0.08369722774448873
2.524789787154615,0.2994898624906993
