ctf_lcmv,rsq_lcmv (orig)
0.030639341832500437,0.2632095225226171
0.03855582184248636,0.24430601436105015
0.02176064308688705,0.3945184254667814
0.033622850357946245,0.29818448431816413
0.022670396331795826,0.4545535811379965
0.01328934958517205,0.5832495034231711
0.051215262738351766,0.29015741245675664
0.012475440715868596,0.40289630468325643
0.015401185728845176,0.5566787671097994
0.0366615433878682,0.2909326648346
0.026267398093625466,0.4502147118891793
0.008992571290515734,0.41638699867277096
0.055180991696686346,0.3090130160891206
0.007755533191091221,0.5595772067814078
0.01025752504009286,0.7050324265934874
0.0422622376244505,0.2496412315342127
0.009504615299003927,0.23596833577180165
0.01668771351523017,0.6020766441068854
0.007218095874514593,0.6487410840772573
0.050611852551556494,0.2221828800774983
0.026064143286842003,0.4438319813204874
0.03295018742408737,0.27284580165495065
0.008828648588703978,0.4520603772874905
0.008151537576561741,0.4797703922906993
0.014943018421795653,0.40282258230815515
0.02472161835604382,0.2876794027662304
0.012535200833468249,0.4490174819013659
0.009032574126547932,0.40750275191145025
0.011074547142420352,0.36804571426124666
0.013462188253827088,0.2803602445547886
0.009980329545797997,0.2884196235830242
0.02344558609706254,0.18205832436230773
0.013850626775282175,0.13170272527007698
0.04397418593355264,0.10084183110236933
0.03662650586747861,0.3145851049063795
0.03583869919786258,0.20355411913920896
0.011814914617444371,0.10150905470102212
0.025431403065107487,0.10528917152982908
0.019015497928304283,0.26669146924234277
0.01176361964071937,0.2200532285137986
0.018856833348839544,0.2826168674189693
0.01144719030522976,0.2718051460243952
0.01063263529137832,0.1651856394188096
0.008160463159837586,0.19339502660723518
0.012720960240710805,0.15926279430997847
0.009018753199290516,0.30001079939523634
0.01082530985177335,0.1717874068159596
0.011980408879498436,0.1838926415580575
0.03044716806758572,0.23242699037465486
0.01534889101581124,0.11376975152331048
0.0062716824904424495,0.28107328930415176
0.009803028003209086,0.28502447589547497
0.01635537319894012,0.2881892970591756
0.02159604575219989,0.2904950948261442
0.021106328498563736,0.2825747158499553
0.014953529715660514,0.2513373393425663
0.011721328989532613,0.3718872059427104
0.009969737719205786,0.3082851636666858
0.011614770356555034,0.40356775086092633
0.012303598936422211,0.3170207600555973
0.01225567224332606,0.3042351212064913
0.01618475774000288,0.3580210406327443
0.009466345185223542,0.3815229503346348
0.011817056641476725,0.2713516308595283
0.011642508194150098,0.3467282217261396
0.011578470876823002,0.32433575950577165
0.008566181840916122,0.34206009764316236
0.011244975177205453,0.30387740352885395
0.02092303776514057,0.23584279307005285
0.017612289241649065,0.3030007093897529
0.012054596664577744,0.2850112292598227
0.01079929298233993,0.21390298107989703
0.017162475398394543,0.2436708393323499
0.009084283967213584,0.2004400983586354
0.013991569865749573,0.2546564996950019
0.015687385686991934,0.2931248801326024
0.018498565195172685,0.1755921555663652
0.015844234487042527,0.19533393133829535
0.017106035266397396,0.30020247891208285
0.01220194564932139,0.20077301855879515
0.009588376069153201,0.32809565174483657
0.009235740721043103,0.21100699192449457
0.011619992757949636,0.27656191110071393
0.008081904572052528,0.31055845295799445
0.007510154935092475,0.3616809339593545
0.012672017730237154,0.04219175213756454
0.014333719436872836,0.1380290041355412
0.018157165559672155,0.10509945564319301
0.011359807253473474,0.12398651592067622
0.016381362062501847,0.1853450226281722
0.011980949300857502,0.12043523675912793
0.015367060501674454,0.17330753462665704
0.009818000735588774,0.13849019694796372
0.009264359336167798,0.21352862256049354
0.008362412403444323,0.12472331713705054
0.010772150282765902,0.23756275761225454
0.02583122656999466,0.23074229457143025
0.03590647594799947,0.15630639094465093
0.02525002127058836,0.1666182866607926
0.036712484354187315,0.17297939669770934
0.02613147814018003,0.17864764414146161
0.03272183026402883,0.17604691728501165
0.01891129610639184,0.21935783957446797
0.01822418719811453,0.25906591501111065
0.01720910488930666,0.23093829818375966
0.010372013713021955,0.1519092405125051
0.02721895959851813,0.07502906179342317
0.033478547446919645,0.18049735340437434
0.035368199092143816,0.15167378856087
0.020587346026091472,0.11034798446685379
0.02509277793940653,0.17557343157711436
0.014531704345226758,0.25399701056859747
0.008586755808702213,0.1416464041393255
0.04277652206713587,0.13054921080610138
0.03473130665368985,0.07335367869502052
0.029808745322992942,0.18383838964336396
0.05467906001588559,0.034325462319773514
0.0162899634364017,0.18010795009691127
0.028954107399445008,0.08083714982358636
0.037432271209334095,0.1890945075723991
0.03751363326538217,0.1482021695756225
0.018158574942839255,0.27374377380275905
0.026924821170667752,0.1574597803943879
0.028707804708760182,0.07335357498364992
0.03740317718061515,0.06871589839738668
0.045340080568793455,0.13325902389743627
0.01079047668944053,0.1958951829643083
0.006604362361901507,0.06767926002678215
0.008289006741902864,0.07579763291578179
0.012626790160192015,0.14663189589471082
0.011436235368743242,0.12306035602599752
0.009842223621095499,0.12556298356201756
0.012141249643195243,0.11514798562048545
0.019177412862805915,0.06415333719207961
0.012048711373170073,0.20722370344880214
0.011059753498951228,0.1816800898943992
0.008590997883214187,0.09136187981093302
0.009813892335298674,0.12000644477897981
0.01014087719311372,0.09239375583440468
0.011843697137014799,0.19475929215462506
0.01788272366969216,0.08472528617546204
0.010470156474407105,0.1127838788549832
0.035065282591548626,0.03384942850909778
0.011018718989195828,0.15410886535064572
0.013172979435776272,0.24244749412770294
0.04122096112804495,0.09676833014621433
0.05233761591312609,0.06186212703908689
0.013433911125879348,0.09554417051300124
0.01645445442402609,0.07088919221208712
0.012419439410257901,0.06856153966661738
0.013016253782293043,0.09123091098945946
0.012802342639343356,0.0793930159598758
0.020987134697553256,0.15310572441933923
0.011105917886361926,0.05357199555869452
0.0171135640413242,0.0654081759772206
0.012069925195673143,0.12438558744252604
0.01171628332727288,0.1306634527082935
0.016070634789720394,0.08568778097238217
0.010893026067098651,0.12064294982879842
0.014569504760719942,0.026932980637434434
0.009105622966405979,0.3034392382811415
0.010428246030820723,0.027352966654813016
0.009519579583813801,0.024073661742190833
0.008069580362719637,0.0880737226091366
0.007358087595861902,0.08334156991359232
0.028500581986437915,0.03582550328669254
0.020730020268514227,0.1395327934591768
0.023260374644779872,0.0990000387050296
0.039172295351958236,0.08765367625478526
0.01344801869016244,0.07817309402434047
0.011162248527905802,0.2203834153202714
0.011596419568907534,0.13936475640966772
0.013544316334597087,0.1336202937021198
0.024566458803523133,0.10343872109242147
0.011443113544653646,0.10463587006439978
0.010352703009837991,0.23978411585059645
0.024681003829149673,0.08236170654324015
0.01068049924635712,0.06335795079778606
0.00956251271976849,0.0995407814558873
0.009150177677800228,0.018796816127311988
0.011526868138694614,0.17305017532717293
0.010787694812713078,0.09170642957954123
0.009042422626233402,0.0766213694523088
0.011707507508104786,0.11226210518943658
0.009928702487060638,0.011612050161716847
0.0090458282474445,0.1061968791124217
0.013156952872584669,0.12429416706827301
0.011158521756609315,0.03042962105949687
0.01028439385877614,0.10650623666860581
0.05024606687194838,0.11056181259262188
0.03552531424881422,0.17673996958746008
0.04158225845530717,0.06917615071201688
0.04703587958135927,0.12551480090376765
0.022383155991755284,0.16706715579916154
0.0279223585622849,0.07250113993138474
0.03541523779718708,0.09525545061051677
0.034314927993088336,0.08464382094834177
0.03802227943299867,0.07324771320548396
0.016430754897045576,0.08772561406509038
0.02410828129657254,0.14658769517592052
0.03535136741046274,0.30068390752725727
0.04213290271342427,0.29398938682766174
0.025026770572588085,0.33733472979437806
0.017020090812325164,0.5262487432253119
0.03594459331393348,0.306121097904013
0.023539440212216354,0.49364019536858506
0.053583636015618163,0.33012551732293993
0.014544446320390042,0.6338136057120172
0.013035187894107332,0.38075385396841055
0.009116726017011603,0.6170918202658747
0.028171687204402607,0.4510097354588418
0.04136637720702275,0.3150900983721735
0.008235056594855173,0.46021246960663464
0.05199881148591179,0.2786836595449098
0.012515918564288908,0.6484778029420195
0.0112807859435913,0.27584908722042145
0.05434400270496956,0.25237699021804283
0.008588359282626684,0.6241207781199752
0.02582790674293352,0.4791131735757961
0.03515963866112862,0.32145024611288786
0.007034379947172411,0.7246410403957342
0.009529395725922568,0.41479930979734914
0.009891974011962923,0.4651624239339407
0.028785592135822234,0.29731746110112944
0.01677894451389302,0.36746230536393487
0.01133836475205525,0.47376252848146183
0.011839461812997824,0.4527754756758908
0.014536250232150029,0.29342460811760906
0.011329321383812362,0.3046231922200776
0.010275023072496461,0.2906285018149344
0.021443574236804736,0.19287866309186275
0.012400577207658085,0.1543351094929467
0.015424324550685287,0.1377257092860451
0.039395315134496865,0.15277182782796128
0.04259077975370387,0.19365517045269254
0.05005653826769169,0.18166451241061632
0.01052481325669139,0.15030465855310438
0.010504714766996246,0.1623278669818783
0.024447379587434898,0.14223166354591155
0.0257556824357499,0.14087107583222203
0.016940469489730565,0.1705743525465282
0.014171413706534075,0.1555944658731402
0.018827059184709023,0.21701580119376118
0.009479774020821147,0.1996844019027879
0.013197858652502916,0.26221610407329343
0.01129463040549816,0.188445986459996
0.010648027570363637,0.30348423372538547
0.015713766859567303,0.2282407841802636
0.010356154217227617,0.3204416165261268
0.037718559874238396,0.14554177370900645
0.008830707609591017,0.24728417425346205
0.015036624651565838,0.1742849138211905
0.01016690658820342,0.3098598036478388
0.025464826903768775,0.29616559571280976
0.01392023563834314,0.2705065493307306
0.013127955409663737,0.31932545114707833
0.013803305153652932,0.33984774374502813
0.011646910289829752,0.3463834682193644
0.011850595956363424,0.30056276406031657
0.01943710203386057,0.254237227908059
0.011820257026165657,0.3706475548825001
0.01046963932334423,0.3146094814199235
0.015013314760443767,0.3526103472964497
0.0124089614444006,0.2790295178786186
0.010957276193813864,0.3781531381980968
0.011684308658738044,0.3255948995090472
0.007908194821935914,0.3471106871953322
0.01132037116370485,0.26271455564218793
0.009309585943188049,0.3160301855983537
0.00639585597459584,0.2856349706063904
0.018268600465031072,0.3405575275340471
0.010594868918046788,0.26834136928475694
0.013581974083441395,0.2804431955454728
0.009387703961759303,0.36213851172676204
0.016783892434415644,0.3596118047160348
0.008073232332903992,0.23847732565165203
0.010939612850206896,0.33750697907963734
0.017048140175203494,0.20915765496145966
0.01595196391105792,0.2977521643378719
0.013443509143052501,0.29056212619715605
0.01658726529420477,0.23054249808248706
0.011071856866065094,0.3365180671013088
0.017844446005177806,0.2825310831515826
0.01268759360563609,0.24600162655102964
0.010423953734417103,0.26333205096877743
0.009535191530397325,0.25653172460422047
0.012843530690145653,0.251688429321008
0.008615375346798999,0.2795816213646407
0.008601100768486612,0.34310556130060454
0.013362735018092254,0.13843598474505037
0.018671521556497924,0.14329850939377742
0.012337083634155411,0.22561550789275875
0.01594657317912615,0.16359089937666926
0.010175491507283037,0.22590712577622152
0.019801619183225563,0.1810493281635127
0.011299174838252237,0.12875129329436086
0.01232117743702266,0.13981139366559459
0.012883473593948922,0.16623330196808583
0.007613458865215173,0.15209490758788824
0.00922773820344732,0.1089116766532845
0.011541197261479647,0.0756203577343385
0.032467821389525545,0.15835963864372216
0.03723891956797761,0.10037676720902766
0.03372846498951362,0.11566261335926575
0.03915445198431658,0.15799078435906455
0.02352260566177522,0.1280103730264529
0.03231368942324932,0.10343520456323663
0.020913750978975378,0.10545677584211233
0.017791852229263307,0.12802165375088004
0.011043604181824124,0.08952410684120915
0.027169445804617207,0.0754608647881998
0.03191003683588076,0.18353669271961448
0.032519381069034424,0.12183994424237898
0.015378521192149233,0.04417765107007421
0.020505159296849918,0.18911879152108058
0.02611319995894324,0.2821763452409153
0.012031002362990388,0.15386635825710704
0.013582681678473664,0.06083215456521607
0.04604092088986723,0.022793362338467738
0.0368087006851604,0.09283273608355191
0.0336679788014705,0.10477681335975275
0.02605503867069945,0.046219865869257526
0.05511251976683566,0.07420170581218255
0.022545182895452,0.0932547680152025
0.03723801896959109,0.21802257816850823
0.022865921106633005,0.03527368994888003
0.034208904480327096,0.04515046934985967
0.03141462750242936,0.23765818529754135
0.04413864217341797,0.035530596572941
0.022137498072567464,0.2904592230002877
0.04855089278951003,0.1529931503943378
0.008810381567724427,0.06650251521661332
0.00796519295379337,0.12002702785626085
0.01021226906767866,0.197723829428313
0.009470530391694524,0.16610525671087195
0.011755431590650792,0.12805099006149445
0.010231019042875775,0.14722436800984928
0.01349227865725901,0.04352712877942777
0.011599316665270193,0.15776683931280255
0.03124145391913961,0.06639552744736488
0.016468527994236103,0.08183337092492815
0.011296987757874234,0.1888169386773314
0.011661037274565765,0.2396239636412303
0.012359313049642738,0.12256291223141413
0.009866805085448875,0.11849770619882383
0.011650571837669349,0.07436572742443215
0.014637411104601056,0.14780636690243032
0.009597018243415153,0.06426436883863706
0.010124204359758662,0.11013853422191133
0.020025559255284903,0.08450069866415355
0.010983044630908309,0.1278405833336025
0.010657680902124761,0.06560433092260409
0.012137383908239041,0.12680683407348903
0.00999260801453941,0.10342057071692601
0.012322638334430983,0.1380664763505286
0.01812277882077435,0.1048328337755654
0.017578278173116822,0.1754061238073953
0.05178962393156343,0.11219523506996254
0.04633488598673707,0.06497585906282899
0.022669087562114474,0.04997002921498439
0.013424314612640403,0.062079530353204015
0.015792847524486252,0.1135450062691229
0.011584298929289,0.3098146174696058
0.011156471787429324,-0.002455556283585514
0.010054458118582223,0.07922046888532452
0.008856176946845467,0.06895102362330707
0.019545041698537758,0.016660469894858587
0.012817376019185573,0.0235574962443037
0.026619601948953908,0.04743850020179252
0.016971968670150973,0.037899866551856065
0.008388124703378793,0.04088236754968666
0.02427981060539666,0.11627604161058813
0.00804982906800808,0.046878622920481394
0.019716627528691716,0.10243195325436572
0.03218793026723956,0.04465671380689895
0.021808335935227005,0.10547479884227218
0.014504445783633768,0.09183565361712775
0.011719571830150571,0.08148019003807327
0.03708014405049489,0.06609322269953388
0.013408301364532416,0.15738909857358208
0.027595346451453354,0.1262054093947771
0.015647049347434137,0.1046881028529223
0.009272438361585417,0.15854301516043334
0.032836485526617006,0.014769644055409814
0.008781591722315324,0.04727189709863411
0.009737978557357491,0.12457377272662173
0.009839027940128416,0.07056228983850288
0.011729114274731122,0.18664989649101782
0.009780501261248206,0.06541614989880318
0.013369387918282195,0.10094701691881325
0.011300220278607689,0.037726684080485406
0.044449480036651834,0.1873630563822719
0.047108238252460945,0.17345993334852905
0.02924622552431925,0.3011588087985203
0.03753348607249215,0.08858983900269979
0.02450288511737192,0.0765000970821531
0.035064884232329424,0.09920027563528133
0.039423530836089196,0.07476778676354923
0.028442360294931655,0.08369722774448873
0.023935654647562032,0.2994898624906993
