SNR,rsq
-26.990092188084844,0.2632095225226171
-29.223876740311237,0.2443060143610501
-23.372705289968074,0.3945184254667814
-27.1192015236832,0.2981844843181641
-23.40765831355509,0.4545535811379965
-21.760679990802682,0.5832495034231711
-30.740548451967577,0.2901574124567566
-21.283254618966478,0.4028963046832564
-21.437818384722,0.5566787671097994
-26.001680404789077,0.2909326648346
-22.75935163289152,0.4502147118891793
-22.35140483238649,0.4163869986727709
-30.464467043609364,0.3090130160891206
-21.799208929745813,0.5595772067814078
-20.34752547139034,0.7050324265934874
-28.042090500162338,0.2496412315342127
-20.733917806824557,0.2359683357718016
-20.390239759522473,0.6020766441068854
-20.380958131218225,0.6487410840772573
-29.839341658392172,0.2221828800774983
-23.020661986653025,0.4438319813204874
-25.133469191322813,0.2728458016549506
-21.46580505742362,0.4520603772874905
-20.16950202203484,0.4797703922906993
-20.388146502740575,0.4028225823081551
-24.023487035243743,0.2876794027662304
-20.84128339725888,0.4490174819013659
-19.38408540316046,0.4075027519114502
-21.670645417914713,0.3680457142612466
-20.52000267978882,0.2803602445547886
-20.160475907866097,0.2884196235830242
-25.432882133033342,0.1820583243623077
-22.599274784790275,0.1317027252700769
-29.677725054761535,0.1008418311023693
-29.580872418024146,0.3145851049063795
-27.824576853154014,0.2035541191392089
-21.05343832393565,0.1015090547010221
-24.872433347619193,0.105289171529829
-23.96064699581045,0.2666914692423427
-23.469679104777754,0.2200532285137986
-22.959133194554617,0.2826168674189693
-21.710373181447004,0.2718051460243952
-23.166896919139834,0.1651856394188096
-23.642232623156325,0.1933950266072351
-22.66422843397046,0.1592627943099784
-21.99917789519576,0.3000107993952363
-22.34020910279781,0.1717874068159596
-21.426626458725266,0.1838926415580575
-28.30448605138975,0.2324269903746548
-22.83563418201173,0.1137697515233104
-20.154790148318824,0.2810732893041517
-20.958276381673254,0.2850244758954749
-22.114374477028704,0.2881892970591756
-23.653258931819362,0.2904950948261442
-24.221787685318187,0.2825747158499553
-21.64103375783162,0.2513373393425663
-21.519145450550734,0.3718872059427104
-20.190954659818516,0.3082851636666858
-19.895521493899032,0.4035677508609263
-21.79360353583083,0.3170207600555973
-21.235155566416825,0.3042351212064913
-22.927481659169135,0.3580210406327443
-19.53949772875077,0.3815229503346348
-21.347726661875647,0.2713516308595283
-21.670992537977,0.3467282217261396
-19.995892427882815,0.3243357595057716
-20.79576524962862,0.3420600976431623
-21.79174236466583,0.3038774035288539
-24.667961772255364,0.2358427930700528
-23.165477266060293,0.3030007093897529
-22.229157204944826,0.2850112292598227
-21.224862836210537,0.213902981079897
-22.434774929650075,0.2436708393323499
-20.06552113341905,0.2004400983586354
-21.298889907828233,0.2546564996950019
-22.230584944855853,0.2931248801326024
-22.828605077794585,0.1755921555663652
-21.406731239992403,0.1953339313382953
-21.763246406781874,0.3002024789120828
-20.24463563181534,0.2007730185587951
-21.026933767393,0.3280956517448365
-20.666556305800263,0.2110069919244945
-21.44695513688828,0.2765619111007139
-20.248021923613763,0.3105584529579944
-20.93534223021578,0.3616809339593545
-22.180187317230715,0.0421917521375645
-22.728539459276508,0.1380290041355412
-23.11757959044636,0.105099455643193
-22.224785099358126,0.1239865159206762
-23.750573210225895,0.1853450226281722
-22.719821368696554,0.1204352367591279
-21.616244196242448,0.173307534626657
-20.225985747731617,0.1384901969479637
-22.179777408313875,0.2135286225604935
-21.07490068010008,0.1247233171370505
-21.787768691607248,0.2375627576122545
-26.116549920438406,0.2307422945714302
-30.39522865453402,0.1563063909446509
-26.66635908907785,0.1666182866607926
-29.589406959384096,0.1729793966977093
-25.788734733508793,0.1786476441414616
-28.877462110537273,0.1760469172850116
-23.960775811558438,0.2193578395744679
-24.771028049595646,0.2590659150111106
-24.453816762032123,0.2309382981837596
-22.50917441181771,0.1519092405125051
-26.64494547210453,0.0750290617934231
-28.33944524617886,0.1804973534043743
-29.53596346686127,0.15167378856087
-24.22338228984508,0.1103479844668537
-23.984389715195135,0.1755734315771143
-20.633168589139366,0.2539970105685974
-21.2982313032985,0.1416464041393255
-26.702475870882974,0.1305492108061013
-27.186416619965904,0.0733536786950205
-24.20249603576253,0.1838383896433639
-27.951092236385108,0.0343254623197735
-25.567893575882323,0.1801079500969112
-27.338536668014395,0.0808371498235863
-27.84367025479347,0.1890945075723991
-28.59971737382664,0.1482021695756225
-25.423994927016007,0.273743773802759
-27.46717464197887,0.1574597803943879
-28.774822191454376,0.0733535749836499
-25.878456842428047,0.0687158983973866
-29.437206348876,0.1332590238974362
-19.902397505843005,0.1958951829643083
-21.557378389477478,0.0676792600267821
-21.200979873121575,0.0757976329157817
-20.388493734352366,0.1466318958947108
-19.96302736681129,0.1230603560259975
-19.951790242629908,0.1255629835620175
-23.33792609143312,0.1151479856204854
-22.376897705707727,0.0641533371920796
-23.931652485020876,0.2072237034488021
-23.408742057105492,0.1816800898943992
-22.41095389959294,0.091361879810933
-22.08774844015921,0.1200064447789798
-22.377255089210827,0.0923937558344046
-22.242251234632423,0.194759292154625
-23.89036776101306,0.084725286175462
-23.065046805080215,0.1127838788549832
-31.999216840949043,0.0338494285090977
-20.756467933308727,0.1541088653506457
-20.72579827362387,0.2424474941277029
-29.22540447025703,0.0967683301462143
-33.15581686743023,0.0618621270390868
-21.830165793697635,0.0955441705130012
-26.828995596458924,0.0708891922120871
-25.495985397048308,0.0685615396666173
-23.841466416770086,0.0912309109894594
-24.17360200863409,0.0793930159598758
-26.628314232642055,0.1531057244193392
-22.253470088704248,0.0535719955586945
-24.52353034667271,0.0654081759772206
-24.398485890423263,0.124385587442526
-22.64309046740637,0.1306634527082935
-23.549725501583175,0.0856877809723821
-21.49025794316272,0.1206429498287984
-21.770500989488312,0.0269329806374344
-21.085662912598774,0.3034392382811415
-20.311861620325487,0.027352966654813
-21.46939361114934,0.0240736617421908
-21.24483591313245,0.0880737226091366
-20.466030503771318,0.0833415699135923
-25.961278360512654,0.0358255032866925
-24.626216257424026,0.1395327934591768
-22.276838988543368,0.0990000387050296
-25.22586099667226,0.0876536762547852
-22.561116304414867,0.0781730940243404
-23.351470354889056,0.2203834153202714
-22.71772273040497,0.1393647564096677
-21.288948409249183,0.1336202937021198
-24.296672581245144,0.1034387210924214
-23.173810555532157,0.1046358700643997
-24.856387650153643,0.2397841158505964
-24.74658272501502,0.0823617065432401
-21.409598417014358,0.063357950797786
-23.18852266584983,0.0995407814558873
-21.54765102923085,0.0187968161273119
-22.564554601106163,0.1730501753271729
-23.181295017840515,0.0917064295795412
-23.037198477831897,0.0766213694523088
-22.103272087188383,0.1122621051894365
-22.28661524390797,0.0116120501617168
-21.564832413677923,0.1061968791124217
-22.894328304004354,0.124294167068273
-23.908522826096945,0.0304296210594968
-22.16357517177935,0.1065062366686058
-28.32649563145693,0.1105618125926218
-27.13788704323602,0.17673996958746
-27.114977384156727,0.0691761507120168
-30.427013535997748,0.1255148009037676
-23.682113689231038,0.1670671557991615
-24.812014503004463,0.0725011399313847
-27.61386560588492,0.0952554506105167
-27.813600379895117,0.0846438209483417
-29.21951101876874,0.0732477132054839
-21.06785642614162,0.0877256140650903
-23.62137441308809,0.1465876951759205
-27.682674080316158,0.3006839075272572
-29.239407592795967,0.2939893868276617
-24.282937284207897,0.337334729794378
-21.956190101479333,0.5262487432253119
-27.220001128316646,0.306121097904013
-23.219844465260454,0.493640195368585
-30.53069029175551,0.3301255173229399
-21.78747454169097,0.6338136057120172
-21.57299700154925,0.3807538539684105
-22.01662023841137,0.6170918202658747
-23.391824855353498,0.4510097354588418
-26.686768166505317,0.3150900983721735
-21.35153152830059,0.4602124696066346
-29.575116122135434,0.2786836595449098
-20.244689245066308,0.6484778029420195
-20.92453997410968,0.2758490872204214
-30.216498534856978,0.2523769902180428
-20.203522111596524,0.6241207781199752
-22.476364851704343,0.4791131735757961
-25.377203912234656,0.3214502461128878
-21.087630087817267,0.7246410403957342
-21.303420503306494,0.4147993097973491
-20.09969601386858,0.4651624239339407
-24.606763311954808,0.2973174611011294
-20.21811928960443,0.3674623053639348
-20.271500644091415,0.4737625284814618
-19.85050708252828,0.4527754756758908
-20.45919394857386,0.293424608117609
-21.319216931993893,0.3046231922200776
-19.557289598216276,0.2906285018149344
-24.924284156495595,0.1928786630918627
-22.161243073596335,0.1543351094929467
-22.234114182459933,0.1377257092860451
-28.001603155261485,0.1527718278279612
-30.287559086173644,0.1936551704526925
-30.617640593349943,0.1816645124106163
-21.02344733388628,0.1503046585531043
-21.26849578868412,0.1623278669818783
-25.00837829492385,0.1422316635459115
-23.995434334272545,0.140871075832222
-22.68031956563137,0.1705743525465282
-23.174267737244616,0.1555944658731402
-22.407413863767594,0.2170158011937611
-20.650837211409712,0.1996844019027879
-24.38580395118913,0.2622161040732934
-21.854506779019896,0.188445986459996
-21.444240648432718,0.3034842337253854
-22.246323294889734,0.2282407841802636
-21.466953997091377,0.3204416165261268
-29.944708841025804,0.1455417737090064
-19.924520744263216,0.247284174253462
-22.356645213377277,0.1742849138211905
-20.318630658549328,0.3098598036478388
-25.958779179263242,0.2961655957128097
-21.07199343534636,0.2705065493307306
-21.45278562573921,0.3193254511470783
-21.37080501112287,0.3398477437450281
-19.77619731806235,0.3463834682193644
-19.865361182562808,0.3005627640603165
-23.116727011348235,0.254237227908059
-20.753324302109636,0.3706475548825001
-19.925071050517143,0.3146094814199235
-22.63236077016666,0.3526103472964497
-20.505330739509706,0.2790295178786186
-21.249340353286318,0.3781531381980968
-21.800434631373754,0.3255948995090472
-20.708126620585453,0.3471106871953322
-21.01363220693482,0.2627145556421879
-21.79658487674908,0.3160301855983537
-19.757141248579973,0.2856349706063904
-23.23830980511916,0.3405575275340471
-21.870774793627223,0.2683413692847569
-21.825741662330117,0.2804431955454728
-21.419465817291517,0.362138511726762
-21.544371388488237,0.3596118047160348
-19.009818370057644,0.238477325651652
-20.02234608239888,0.3375069790796373
-21.42916368615474,0.2091576549614596
-21.562007890919915,0.2977521643378719
-20.61226713064418,0.290562126197156
-21.535634417109055,0.230542498082487
-20.482212108791703,0.3365180671013088
-21.883572784782714,0.2825310831515826
-20.32524833773897,0.2460016265510296
-20.349966900267745,0.2633320509687774
-20.13571760594507,0.2565317246042204
-20.805235004983782,0.251688429321008
-20.17861165293897,0.2795816213646407
-20.542954279807333,0.3431055613006045
-21.382308747128356,0.1384359847450503
-23.355948304339503,0.1432985093937774
-21.70995870480249,0.2256155078927587
-22.729450099553688,0.1635908993766692
-20.43493792924588,0.2259071257762215
-23.486434416409978,0.1810493281635127
-20.657369486521663,0.1287512932943608
-21.05507334306335,0.1398113936655945
-21.38984051468052,0.1662333019680858
-20.49565994479097,0.1520949075878882
-20.887905780057167,0.1089116766532845
-21.923770090904643,0.0756203577343385
-28.515063757575895,0.1583596386437221
-29.766186244632213,0.1003767672090276
-28.054946902671624,0.1156626133592657
-30.696384962631903,0.1579907843590645
-24.713452495758823,0.1280103730264529
-27.690481258830587,0.1034352045632366
-24.44256875719339,0.1054567758421123
-24.11510523687334,0.12802165375088
-22.048540166709497,0.0895241068412091
-26.38828141884622,0.0754608647881998
-27.65937924126717,0.1835366927196144
-28.028835328627366,0.1218399442423789
-21.96345708303259,0.0441776510700742
-22.79833752273658,0.1891187915210805
-26.662779559469527,0.2821763452409153
-21.181680207356965,0.153866358257107
-23.730215946796033,0.060832154565216
-26.92241621875022,0.0227933623384677
-26.951902560092265,0.0928327360835519
-23.873971308619062,0.1047768133597527
-23.842145842738134,0.0462198658692575
-27.50891324120136,0.0742017058121825
-25.03028728041975,0.0932547680152025
-27.570474966410735,0.2180225781685082
-26.44458075576294,0.03527368994888
-27.917188709496617,0.0451504693498596
-27.33606433059456,0.2376581852975413
-26.902400050950007,0.035530596572941
-24.13948614825869,0.2904592230002877
-29.226139597740683,0.1529931503943378
-20.68485811394695,0.0665025152166133
-19.60366168766953,0.1200270278562608
-19.32242332448017,0.197723829428313
-19.490802443284007,0.1661052567108719
-19.358146658656896,0.1280509900614944
-19.125144358908948,0.1472243680098492
-23.824297665264123,0.0435271287794277
-23.36129370371329,0.1577668393128025
-28.405449733705115,0.0663955274473648
-22.683119906353514,0.0818333709249281
-23.53179989523473,0.1888169386773314
-22.38183749426881,0.2396239636412303
-23.481566947170755,0.1225629122314141
-22.254339363898524,0.1184977061988238
-22.664875315060268,0.0743657274244321
-22.5733418606551,0.1478063669024303
-21.751717667577445,0.064264368838637
-21.514060152619788,0.1101385342219113
-23.70315504199854,0.0845006986641535
-22.648959367402277,0.1278405833336025
-21.739487191538835,0.065604330922604
-21.760267059666667,0.126806834073489
-21.70817921896867,0.103420570716926
-22.340327804198537,0.1380664763505286
-21.75902045591419,0.1048328337755654
-21.423161316864483,0.1754061238073953
-33.03747739289624,0.1121952350699625
-30.769028121219545,0.0649758590628289
-24.671041598210145,0.0499700292149843
-21.560059989150428,0.062079530353204
-21.607545617994344,0.1135450062691229
-19.910266748023044,0.3098146174696058
-20.327126895626574,-0.0024555562835855
-19.938220008394854,0.0792204688853245
-20.9351233116939,0.068951023623307
-26.70124007914399,0.0166604698948585
-24.972047468611066,0.0235574962443037
-26.75828884650319,0.0474385002017925
-24.601636530528705,0.037899866551856
-21.035169930931474,0.0408823675496866
-25.324086216773747,0.1162760416105881
-20.49883412336633,0.0468786229204813
-23.76757267887958,0.1024319532543657
-26.35699464732748,0.0446567138068989
-23.57284272903946,0.1054747988422721
-22.975852012224404,0.0918356536171277
-22.678958606639444,0.0814801900380732
-24.50767485050682,0.0660932226995338
-23.59915205129346,0.157389098573582
-24.50592139717111,0.1262054093947771
-22.130221582633997,0.1046881028529223
-24.048397622495088,0.1585430151604333
-26.4734969954693,0.0147696440554098
-21.925510910524,0.0472718970986341
-22.543790421759066,0.1245737727266217
-20.546633370762027,0.0705622898385028
-21.798927119994417,0.1866498964910178
-23.309911654034092,0.0654161498988031
-22.44758207605952,0.1009470169188132
-23.27067597187662,0.0377266840804854
-28.2856054549434,0.1873630563822719
-29.705473356783035,0.173459933348529
-24.907299280660194,0.3011588087985203
-26.673307153075427,0.0885898390026997
-23.287441314196204,0.0765000970821531
-27.56045740685583,0.0992002756352813
-29.2120827596084,0.0747677867635492
-25.427284017517696,0.0836972277444887
-24.020335611957393,0.2994898624906993
